segment_row_idx,n_topics_above_threshold,probability_mass_above_threshold,top1_topic_id,top1_topic_name,top1_p_topic,top2_topic_id,top2_topic_name,top2_p_topic,show,year,decade,topic_final,topic_name_final,text_preview,topic_prob_gap_top1_top2
2252,7,0.467550658784544,23,23_amante_marido_mujer_matrimonio,0.1114283475367899,7.0,7_vieja_suegra_abuela_abuelita,0.0790947404664562,Jorge Alís,2014,2010,11,11_hijos_mamá_papá_hijo,"ir a comer. So bueno que no iba a morfar. Está tu mamá y tu papá divino, la pasaron tan bien, un ejemplo de familia, mi familia. Mi mujer, Dios, ¿cómo no me voy",0.0323336070703337
820,6,0.562519967925813,6,6_quinta_vergara_público_quinta vergara,0.2013424126668902,14.0,14_ho_ho ho_aplauso_muchas,0.1098153904286786,Los Indolatinos,1999,1990,6,6_quinta_vergara_público_quinta vergara,"Buena leche en el corazón. Muchas gracias, mira al cine. Gracias. Juan. Chao. Muchas gracias. Juan Lucho. Muchas gracias. Adiós. Hola, hola. Juan Lucho, queremo",0.0915270222382116
1657,6,0.5973977789231808,6,6_quinta_vergara_público_quinta vergara,0.2405847316531558,14.0,14_ho_ho ho_aplauso_muchas,0.1043743995166445,Palta Meléndez,2007,2000,6,6_quinta_vergara_público_quinta vergara,De Juan Carlos Falcao Meléndez venciendo los miedos sobre este escenario con un público que recoge a través de sus aplausos sus buenos momentos de humor. Es así,0.1362103321365113
81,6,0.4735132413789541,17,17_natalia_chiqui_alison_javiera,0.1097092849327873,19.0,19_través_mar_viña_viña mar,0.1014010906331461,Gloria Benavides,1977,1970,6,6_quinta_vergara_público_quinta vergara,"Hemos regalado ya dos gaviotas con el corazón de nosotros, pero la gaviota de Viña del Mar la recibe Gloria Benavides esta noche. Y el director artístico del fe",0.008308194299641192
296,6,0.4514647123201044,14,14_ho_ho ho_aplauso_muchas,0.105624057649354,6.0,6_quinta_vergara_público_quinta vergara,0.0984164366517337,Hermógenes Conache,1991,1990,10,10_maestro_hora hora_ruperto_hora,"Si el jefe del mundo a Irene quién le habla. El mismo, señores. Nosotros, señores, debo de solucionar todos los problemas, señores. Que han venido Que han venid",0.00720762099762029
2639,6,0.5589692517307789,6,6_quinta_vergara_público_quinta vergara,0.1735645706190766,17.0,17_natalia_chiqui_alison_javiera,0.0938734540978821,Edo Caroe,2016,2010,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias, viña. Un día sin reír es un día perdido. Lo dijo Charles Chaplin. ¿Y tú lo tienes? Tatuado en tu brazo izquierdo ha sido una noche extraordinari",0.0796911165211945
1431,6,0.5161472044019004,6,6_quinta_vergara_público_quinta vergara,0.1565734750945839,17.0,17_natalia_chiqui_alison_javiera,0.0885822952694369,Carlos García,2006,2000,6,6_quinta_vergara_público_quinta vergara,"invitó dijo: ""Sí"". Y realmente ha conquistado esta noche a todo el público de la Quinta Vergara y no se ha sorprendido no solo con su humor, sino que con su gra",0.06799117982514702
3202,6,0.6186409410250279,6,6_quinta_vergara_público_quinta vergara,0.2914002664422864,14.0,14_ho_ho ho_aplauso_muchas,0.0870056953351344,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Algunos dicen, ""Sospechosa la hueva."" Pero para mí no es sospechoso. Para mí es claro y para la quinta Vergara es importante premiar este retorno a este escenar",0.20439457110715198
2527,6,0.5716030452335504,6,6_quinta_vergara_público_quinta vergara,0.2023540586850343,17.0,17_natalia_chiqui_alison_javiera,0.0867606874751598,León Murillo,2015,2010,6,6_quinta_vergara_público_quinta vergara,"Claro que sí, Andrés, talento, carisma, era tu primer noche y tienes las dos gaviotas en la mano, León. Lo lo dije, primero que todo, a la quinta, a la gente qu",0.11559337120987451
3048,6,0.5717897216936032,6,6_quinta_vergara_público_quinta vergara,0.206489257916221,14.0,14_ho_ho ho_aplauso_muchas,0.0858308051603563,"Juan Luis ""Jajá"" Calderón",2017,2010,6,6_quinta_vergara_público_quinta vergara,"eran 150.000 pesos, huevón. Así que agarré los lentes, lo hice mierda. Lo único que hacen los huevones es aumentar la deuda, huevón. Muchas gracias, buenas noch",0.1206584527558647
1510,6,0.5129126071030363,6,6_quinta_vergara_público_quinta vergara,0.1567809721491317,14.0,14_ho_ho ho_aplauso_muchas,0.0835541294392539,Coco Legrand,2006,2000,6,6_quinta_vergara_público_quinta vergara,"Realmente, te mereces con creces, Coco, por Dios que hay que aprender de ti, te lo decía. Te estaba observando denantes ahí y me emocionabas con la capacidad, l",0.0732268427098778
3000,6,0.5244208509272478,6,6_quinta_vergara_público_quinta vergara,0.179470912473203,17.0,17_natalia_chiqui_alison_javiera,0.0829326654592316,"Carlos ""El Mono"" Sánchez",2017,2010,6,6_quinta_vergara_público_quinta vergara,"Si el público agradece tu humor, es humor blanco, sencillo, familiar. Está Carlos, estás emocionadísimo. Hoy día cuando llegó a la Quinta Vergara te observé —tú",0.09653824701397139
2998,6,0.5253801859014677,6,6_quinta_vergara_público_quinta vergara,0.1715516556599801,17.0,17_natalia_chiqui_alison_javiera,0.0827676400781604,"Carlos ""El Mono"" Sánchez",2017,2010,6,6_quinta_vergara_público_quinta vergara,"Hay momentos, Carlos, el mono que no hay que decir nada, que solamente hay que escuchar. Hay momentos en que la emoción puede más que mil palabras. compadre. Us",0.0887840155818197
2478,6,0.5421742930317075,6,6_quinta_vergara_público_quinta vergara,0.2114137096940735,17.0,17_natalia_chiqui_alison_javiera,0.081623591346779,Huaso Filomeno,2015,2010,6,6_quinta_vergara_público_quinta vergara,"Hasta siempre, Villa. Fue la presentación del Guacito, del Guaso Filomeno. Que esta noche recibe todo el cariño y el aplauso de la Quinta Vergara. Roger Jara. R",0.12979011834729448
4464,6,0.6178904106099009,6,6_quinta_vergara_público_quinta vergara,0.2908866378000431,14.0,14_ho_ho ho_aplauso_muchas,0.0810598291495448,Juan Pablo López,2025,2020,6,6_quinta_vergara_público_quinta vergara,"Muy buenas noches, viña. Muchas pero muchas gracias. La quinta Vergara aplaude a un comediante extraordinario que tiene oficio. que siempre ha recorrido todo Ch",0.2098268086504983
3516,6,0.4084028006293962,22,22_verdad_agradecer_emocionado_quiero agradecer,0.0865013577833943,14.0,14_ho_ho ho_aplauso_muchas,0.0805736717922297,Mauricio Palma,2019,2010,6,6_quinta_vergara_público_quinta vergara,"¿Hay qué me acuesta? A las nalgas deme un bono, deme un bono. Son geniales. Pero bueno, la verdad es que esta noche va a ser una noche inolvidable. Gracias. Por",0.005927685991164597
380,6,0.428142094833185,19,19_través_mar_viña_viña mar,0.0935486646780272,17.0,17_natalia_chiqui_alison_javiera,0.0790809435822657,Julio Sabala,1994,1990,17,17_natalia_chiqui_alison_javiera,"Un gran artista, Julio Julio Zavala esta noche en Viña del Mar. Estará con nosotros, seguirá formando parte de este jurado. Le presentamos Estamos hace 5 o 7 añ",0.014467721095761499
3968,6,0.4432427909234234,6,6_quinta_vergara_público_quinta vergara,0.1162575281474693,19.0,19_través_mar_viña_viña mar,0.0785722215433908,Rodrigo Villegas,2023,2020,6,6_quinta_vergara_público_quinta vergara,"¿Qué significa? Gracias, señoras y señores, ha sido un momento espectacular, lo disfruté mucho, espero que ustedes también. Esto va a curar a mucha gente, mucha",0.0376853066040785
4130,6,0.4374333019760959,6,6_quinta_vergara_público_quinta vergara,0.1198471048721691,14.0,14_ho_ho ho_aplauso_muchas,0.0774961920961169,Luis Slimming,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Una de las mentes fundamentales del stand up en Chile, un verdadero ideólogo de la comedia nacional. 13 años de esfuerzo, persistencia, vocación. Hoy tienen su ",0.0423509127760522
261,6,0.38711236065454346,14,14_ho_ho ho_aplauso_muchas,0.0773836078567383,19.0,19_través_mar_viña_viña mar,0.0767556816035096,Palta Meléndez,1991,1990,3,3_humor_quinta_quinta vergara_vergara,Y un abrazo y un mensaje de paz a todos los hermanos que están sufriendo ese conflicto salvaje. Gracias por acompañarnos. Un artista joven para consagrar defini,0.0006279262532287028
0,6,0.4263698437814996,19,19_través_mar_viña_viña mar,0.0931800643418342,17.0,17_natalia_chiqui_alison_javiera,0.0748980451954098,Edmundo Arrocet,1971,1970,3,3_humor_quinta_quinta vergara_vergara,"Por favor, oraciosos a ella. De inmediato, a continuación, vamos a presentar con ustedes este gran artista con su gran director de orquesta que se hace presente",0.01828201914642441
4103,6,0.414238635555787,23,23_amante_marido_mujer_matrimonio,0.1055446368659679,24.0,24_amor_dije_pa_pa pa,0.0748929866293581,Luis Slimming,2024,2020,0,0_presidente_país_huevón_pesos,"que esté soltero, parece. Oye, yo esa cuestión la predije el año pasado y no había que ser Vanessa Arostegui tampoco, si era cosa de mirarla nomás, po. Ahí me d",0.030651650236609804
4104,6,0.4503895490453342,19,19_través_mar_viña_viña mar,0.1250148323206379,3.0,3_humor_quinta_quinta vergara_vergara,0.0745943603126424,Luis Slimming,2024,2020,5,5_colegio_niños_papá_hijo,"Gracias. Una cosita bonita que tuvimos el año pasado en Chile fueron los panamericanos, ¿cierto? Bonitos los panamericanos, nos dejaron al few, ¿cierto? Pueden ",0.0504204720079955
444,6,0.4046641536106235,6,6_quinta_vergara_público_quinta vergara,0.0977667607810421,17.0,17_natalia_chiqui_alison_javiera,0.0740766806108834,Gloria Benavides,1995,1990,3,3_humor_quinta_quinta vergara_vergara,"Y esta noche tenemos una serie de sorpresas en el escenario de la Quinta Vergara. Cuando la juventud se reúne, cuando miles y miles de jóvenes se dan cita en el",0.023690080170158695
41,6,0.4008909489843762,23,23_amante_marido_mujer_matrimonio,0.0853816768909281,24.0,24_amor_dije_pa_pa pa,0.073570788809612,Hugo Goodman,1974,1970,5,5_colegio_niños_papá_hijo,"leyendo que Elizabeth Taylor nuevamente se divorcia. ¡Qué chinguelhuechona, ¿no?! Se ha casado tantas veces que el vestido de novia que usa: ""Watch and Wear"". E",0.011810888081316098
2051,6,0.4189285762593289,23,23_amante_marido_mujer_matrimonio,0.1120285624071815,24.0,24_amor_dije_pa_pa pa,0.0735692733343339,Hermógenes Conache,2013,2010,20,20_hermana_fea_curado_marihuana,"enchanta en la televisión. El curado lo fue a ver, po. Va entrando el curado así y justo venía saliendo él. Y a la madre ideólogo. Lo miró, le dijo, ""Uh."" Le di",0.0384592890728476
2259,6,0.6331117257275787,6,6_quinta_vergara_público_quinta vergara,0.3291902819939966,14.0,14_ho_ho ho_aplauso_muchas,0.0733321236258314,Jorge Alís,2014,2010,6,6_quinta_vergara_público_quinta vergara,Un comediante que con talento y con trabajo ha conquistado a este monstruo cariñoso de la Quinta Vergara a un público entusiasta. Él tuvo el coraje de decir sí ,0.25585815836816517
3418,6,0.3778225131468445,14,14_ho_ho ho_aplauso_muchas,0.0889943071871915,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0717292025139256,Felipe Avello,2019,2010,8,8_anthony_amas_your_you,"Uh, me mataste con esta. Iluminemos esto. Celulares. Celulares, aunque no tengan minutos es por la luz. Aunque el plan no le falle, ¿qué pasa ahí adelante? Apor",0.01726510467326589
2723,6,0.43463267309965287,17,17_natalia_chiqui_alison_javiera,0.1548996244751442,6.0,6_quinta_vergara_público_quinta vergara,0.0690453572443947,Natalia Valdebenito,2016,2010,17,17_natalia_chiqui_alison_javiera,"Su primera gaviota de plata. Sí. Que pero, ¿qué pasa? ¿Qué pasa? ¿Qué pasó? Con con Carola Basta. Con Carola Basta. Usted está estupenda. Sí, con retención. No.",0.08585426723074949
1430,6,0.42927451354000523,6,6_quinta_vergara_público_quinta vergara,0.1235645224837076,14.0,14_ho_ho ho_aplauso_muchas,0.0688839185977743,Carlos García,2006,2000,6,6_quinta_vergara_público_quinta vergara,"O sole, o sole mío. Gracias, Villa. Qué presentación de Carlos García. Qué hombre valiente, qué artista valiente cuando se le",0.05468060388593329
675,6,0.3757432487359226,22,22_verdad_agradecer_emocionado_quiero agradecer,0.0778771635015061,21.0,21_buenas noches_noches_buenas_pecadora,0.0675066610376398,Pancho del Sur,1997,1990,4,4_chileno_chile_argentino_chilenos,"¡Ah! ¡Eh! Esto póngale más alto, dice. Arriba, arriba, arriba, arriba, arriba, la mano chiquillo. A pasarlo bien con lo popular. Esto va. Por favor. Muchas grac",0.010370502463866296
2126,6,0.35426780790056167,22,22_verdad_agradecer_emocionado_quiero agradecer,0.072361930919762,21.0,21_buenas noches_noches_buenas_pecadora,0.0645244018871454,Nancho Parra,2013,2010,1,1_canción_almas_cantar_vivo vivo,"Cansó la plata para para entrar de abajo. Muchas gracias. Un, dos, tres. La pan fuerte. Más fuerte. Estaba la rana sentada cantando debajo de la Debajo de la De",0.0078375290326166
3087,6,0.3644362772945102,22,22_verdad_agradecer_emocionado_quiero agradecer,0.0751263560128861,10.0,10_maestro_hora hora_ruperto_hora,0.062888527540835,Rodrigo Villegas,2017,2010,15,15_hombres_mujeres_mujer_hombre,"¡Gracias! Gracias, buenas noches. ¿Dónde vas? No te muevas. Vuelve al centro del escenario, Rodrigo Viñaza. Porque este es un hombre que se jugó todas y literal",0.012237828472051099
383,6,0.3694547211437913,19,19_través_mar_viña_viña mar,0.0729654887172697,22.0,22_verdad_agradecer_emocionado_quiero agradecer,0.0617393696069425,Julio Sabala,1994,1990,3,3_humor_quinta_quinta vergara_vergara,Quiero decirles a todos después de estar en este hermoso lugar que es un paraíso y muy parecido de donde vengo. Decir una frase que viene como anillo al dedo. D,0.011226119110327198
548,6,0.3821148269460165,23,23_amante_marido_mujer_matrimonio,0.1127245890837918,7.0,7_vieja_suegra_abuela_abuelita,0.0599773266692558,Los Indolatinos,1996,1990,5,5_colegio_niños_papá_hijo,"La señora le dice al marido, ""Jorge, tengo que hiciste algo, pero no te hayas enojado. Dime no más, po. El hijo que estoy esperando yo, no es tuyo, es del vecin",0.052747262414536006
85,6,0.3586441441126151,19,19_través_mar_viña_viña mar,0.0869058609113206,14.0,14_ho_ho ho_aplauso_muchas,0.0571451541300282,Edmundo Arrocet,1978,1970,3,3_humor_quinta_quinta vergara_vergara,Y siguen los éxitos en Viña del Mar. Hay un artista que hace 4 años se llevó el aplauso de ustedes. Él triunfó en este escenario. Llevó su arte fuera de Chile. ,0.029760706781292404
3317,5,0.4626877397033473,6,6_quinta_vergara_público_quinta vergara,0.1525377473362928,14.0,14_ho_ho ho_aplauso_muchas,0.1404342227356004,Stefan Kramer,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Gracias. Hasta siempre. Gracias, Piña. Hasta siempre. La presentación de Stefan Kramer recogiendo todos los aplausos y todo el cariño del público de la Quinta V",0.012103524600692389
3146,5,0.5057558004144427,6,6_quinta_vergara_público_quinta vergara,0.1795213792069405,14.0,14_ho_ho ho_aplauso_muchas,0.1395587773098016,Bombo Fica,2018,2010,6,6_quinta_vergara_público_quinta vergara,"Muchas gracias, muchas gracias a todos. Fuerte el aplauso para este tremendo actor chileno, el señor Willy Benítez. Vuelve este escenario después de 35 años de ",0.039962601897138905
4251,5,0.5618078699410799,6,6_quinta_vergara_público_quinta vergara,0.2301945541104678,14.0,14_ho_ho ho_aplauso_muchas,0.134981336562584,Alex Ortiz,2024,2020,6,6_quinta_vergara_público_quinta vergara,"Gracias. Gracias por el apoyo. Gracias por la buena onda, por sus risas. Soy Alex Ortiz. Nos vemos por ahí. Tóquelo mucho. Muchas gracias, De San Francisco a la",0.09521321754788381
